Type,Model,RMSE,MAE,R2,Train_time_s
Baseline,MLR,27.69120859475606,16.717794479764073,0.9574063124165229,0.1
Baseline,SVR,40.09969612,10.64004260418566,0.9106810556095811,20.6
Baseline,Decision Tree,1.9600490421340901,0.1373859315589353,0.9997865995677926,0
Ensemble,Stacking,2.5983035640129786,0.5267809519439807,0.9996249914263641,39.6
Ensemble,Random Forest,1.2935282083358133,0.088562262,0.999907058,0.7
Ensemble,XGBoost,21.848593157208516,4.2735209465026855,0.9734839797019958,0.4
